project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-PAAD	31aca8a3-7107-4b9d-8b6a-c07caa2a9339	TCGA-IB-A5SS	d0792a88-62e1-4b9d-8ba9-ac40e2afaa50	TCGA-IB-A5SS-01A	d6da8d34-8be1-46ec-b0c1-000975a7d7fa	TCGA-IB-A5SS-01A-11	80867d13-bcaf-4ff2-ace6-60bb79006fce	TCGA-IB-A5SS-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	31aca8a3-7107-4b9d-8b6a-c07caa2a9339	TCGA-IB-A5SS	d0792a88-62e1-4b9d-8ba9-ac40e2afaa50	TCGA-IB-A5SS-01A	d6da8d34-8be1-46ec-b0c1-000975a7d7fa	TCGA-IB-A5SS-01A-11	9f399cae-6270-4b69-aad1-0427b46a6792	TCGA-IB-A5SS-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	31aca8a3-7107-4b9d-8b6a-c07caa2a9339	TCGA-IB-A5SS	d0792a88-62e1-4b9d-8ba9-ac40e2afaa50	TCGA-IB-A5SS-01A	d6da8d34-8be1-46ec-b0c1-000975a7d7fa	TCGA-IB-A5SS-01A-11	dbfc5f6d-ced7-4f8e-90c9-f275a82257b7	TCGA-IB-A5SS-01A-11R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.36	8.0	UV Spec	released	'--
TCGA-PAAD	c24c54ea-4095-460d-bb53-e3629a56cd62	TCGA-2J-AABK	91c8bca0-b881-4439-b186-d309c513faa2	TCGA-2J-AABK-01A	c8089f85-e942-4380-9f1e-d1ce972562eb	TCGA-2J-AABK-01A-31	bfd952ee-4b8d-494d-a83b-3128c04eac88	TCGA-2J-AABK-01A-31D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c24c54ea-4095-460d-bb53-e3629a56cd62	TCGA-2J-AABK	91c8bca0-b881-4439-b186-d309c513faa2	TCGA-2J-AABK-01A	c8089f85-e942-4380-9f1e-d1ce972562eb	TCGA-2J-AABK-01A-31	f78f8c96-e3be-4a68-aec7-c8a2a004a763	TCGA-2J-AABK-01A-31R	1.83	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.23	7.0	UV Spec	released	'--
TCGA-PAAD	c24c54ea-4095-460d-bb53-e3629a56cd62	TCGA-2J-AABK	af914fb4-833d-4121-ad4b-1fbe13fde723	TCGA-2J-AABK-10A	c136819a-ec26-476b-a927-c19fd9352cf7	TCGA-2J-AABK-10A-01	87650358-70c1-4994-a503-99e7cff47cd7	TCGA-2J-AABK-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2e8f90f4-aed3-43b0-985c-dfdc2581f24f	TCGA-2J-AAB8	5f27b568-aa1b-4720-a176-f4a8c3fe7e40	TCGA-2J-AAB8-01A	42e6c92f-d239-409e-a301-9ca84d1b4af0	TCGA-2J-AAB8-01A-12	8be5d3ed-d749-4546-9e71-2f487ed6c7db	TCGA-2J-AAB8-01A-12R	1.89	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.23	7.0	UV Spec	released	'--
TCGA-PAAD	2e8f90f4-aed3-43b0-985c-dfdc2581f24f	TCGA-2J-AAB8	5f27b568-aa1b-4720-a176-f4a8c3fe7e40	TCGA-2J-AAB8-01A	42e6c92f-d239-409e-a301-9ca84d1b4af0	TCGA-2J-AAB8-01A-12	bc9040eb-0ab0-4c0f-b779-f7f7fb830af8	TCGA-2J-AAB8-01A-12D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	2e8f90f4-aed3-43b0-985c-dfdc2581f24f	TCGA-2J-AAB8	639cc803-e446-43cb-811b-ffc01f1894ce	TCGA-2J-AAB8-10A	1084a875-99e0-453c-85d2-874b338ab537	TCGA-2J-AAB8-10A-01	246c01ee-07b1-472e-a0a1-f925f34ee426	TCGA-2J-AAB8-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6a4e10b6-e6c4-4210-ae4d-0d8e8d0cb3ec	TCGA-Z5-AAPL	60ff16b8-4c68-45b1-864b-39818f6dde5c	TCGA-Z5-AAPL-01A	16097fe6-688e-4c68-8b37-df0054d906c3	TCGA-Z5-AAPL-01A-12	3152f328-931e-46f2-888c-e6e820fca387	TCGA-Z5-AAPL-01A-12R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.64	7.6	UV Spec	released	'--
TCGA-PAAD	6a4e10b6-e6c4-4210-ae4d-0d8e8d0cb3ec	TCGA-Z5-AAPL	60ff16b8-4c68-45b1-864b-39818f6dde5c	TCGA-Z5-AAPL-01A	16097fe6-688e-4c68-8b37-df0054d906c3	TCGA-Z5-AAPL-01A-12	e03e4a04-d3fe-4ee0-979b-49db0e3e002b	TCGA-Z5-AAPL-01A-12D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	6a4e10b6-e6c4-4210-ae4d-0d8e8d0cb3ec	TCGA-Z5-AAPL	c0b8cd96-bbdd-47b9-a30d-6a36dbeb955e	TCGA-Z5-AAPL-10A	f316cf45-ae6b-4fe4-aa94-97de6b9eeb44	TCGA-Z5-AAPL-10A-01	5ca24aa7-40a3-45b2-9b5e-8f1c21693e26	TCGA-Z5-AAPL-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	17142718-742e-464a-8e0f-a6b9ac8fad75	TCGA-HZ-A49H	623a790d-877c-482f-ac81-67d6858095a2	TCGA-HZ-A49H-10A	8664482f-855d-4147-a085-b99b208bc5d3	TCGA-HZ-A49H-10A-01	6bbab45e-9248-4e8b-b857-1d73e4a2e16a	TCGA-HZ-A49H-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	17142718-742e-464a-8e0f-a6b9ac8fad75	TCGA-HZ-A49H	623a790d-877c-482f-ac81-67d6858095a2	TCGA-HZ-A49H-10A	8664482f-855d-4147-a085-b99b208bc5d3	TCGA-HZ-A49H-10A-01	b6133d39-4092-4b48-a502-b8f81f761231	TCGA-HZ-A49H-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	17142718-742e-464a-8e0f-a6b9ac8fad75	TCGA-HZ-A49H	af201816-3185-46af-b18e-8bbc777efdb9	TCGA-HZ-A49H-01A	3c962904-bcbb-4220-b5af-405525944711	TCGA-HZ-A49H-01A-11	3d80a623-1f73-4c70-80bb-02aa764073ad	TCGA-HZ-A49H-01A-11R	2.09	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.1	7.1	UV Spec	released	'--
TCGA-PAAD	17142718-742e-464a-8e0f-a6b9ac8fad75	TCGA-HZ-A49H	af201816-3185-46af-b18e-8bbc777efdb9	TCGA-HZ-A49H-01A	3c962904-bcbb-4220-b5af-405525944711	TCGA-HZ-A49H-01A-11	8c59132d-01f8-49d7-913d-0bf1478baa02	TCGA-HZ-A49H-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	17142718-742e-464a-8e0f-a6b9ac8fad75	TCGA-HZ-A49H	af201816-3185-46af-b18e-8bbc777efdb9	TCGA-HZ-A49H-01A	3c962904-bcbb-4220-b5af-405525944711	TCGA-HZ-A49H-01A-11	9752ee40-ef1e-4bee-b71a-ea3eaa6a4654	TCGA-HZ-A49H-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5f9a5aba-8db8-45cc-8784-c5058445bd6f	TCGA-HZ-8638	623d3d88-3a64-44f1-95e9-8a50f064aba8	TCGA-HZ-8638-10A	c5d4f1ae-2cb6-4d17-8232-82937e11153c	TCGA-HZ-8638-10A-01	c548061d-0cd0-43dc-95cf-cf91e90c2d96	TCGA-HZ-8638-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5f9a5aba-8db8-45cc-8784-c5058445bd6f	TCGA-HZ-8638	623d3d88-3a64-44f1-95e9-8a50f064aba8	TCGA-HZ-8638-10A	c5d4f1ae-2cb6-4d17-8232-82937e11153c	TCGA-HZ-8638-10A-01	d3d7095f-2fab-4cb5-89f5-1d6b4b563af7	TCGA-HZ-8638-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5f9a5aba-8db8-45cc-8784-c5058445bd6f	TCGA-HZ-8638	d3e04f38-f5a6-42bc-a588-bdb1bff74da2	TCGA-HZ-8638-01A	ad5d12b2-0e8b-473d-96bd-432fefee0cb6	TCGA-HZ-8638-01A-11	6bc137f9-1617-4c05-97f3-a90edfbc9e5e	TCGA-HZ-8638-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.57	8.0	UV Spec	released	'--
TCGA-PAAD	5f9a5aba-8db8-45cc-8784-c5058445bd6f	TCGA-HZ-8638	d3e04f38-f5a6-42bc-a588-bdb1bff74da2	TCGA-HZ-8638-01A	ad5d12b2-0e8b-473d-96bd-432fefee0cb6	TCGA-HZ-8638-01A-11	a333aa3f-7937-44f1-8927-10d3c9a27395	TCGA-HZ-8638-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5f9a5aba-8db8-45cc-8784-c5058445bd6f	TCGA-HZ-8638	d3e04f38-f5a6-42bc-a588-bdb1bff74da2	TCGA-HZ-8638-01A	ad5d12b2-0e8b-473d-96bd-432fefee0cb6	TCGA-HZ-8638-01A-11	add363a5-a161-4d41-b13a-dd713dd577e3	TCGA-HZ-8638-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5494af7d-403a-423b-b7ff-e6db9c117e93	TCGA-IB-7890	641a03ce-1b53-4886-afdb-b0d64b88c565	TCGA-IB-7890-10A	669dfe38-53c6-4ddc-a99c-c38081bd94d3	TCGA-IB-7890-10A-01	0141760f-df2f-4576-9499-0d72877f78d7	TCGA-IB-7890-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5494af7d-403a-423b-b7ff-e6db9c117e93	TCGA-IB-7890	641a03ce-1b53-4886-afdb-b0d64b88c565	TCGA-IB-7890-10A	669dfe38-53c6-4ddc-a99c-c38081bd94d3	TCGA-IB-7890-10A-01	bd69fd5f-80bb-46f0-ba30-d59f2f1e6feb	TCGA-IB-7890-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5494af7d-403a-423b-b7ff-e6db9c117e93	TCGA-IB-7890	a9423161-fe22-45d8-bb7c-b5e886ff35cc	TCGA-IB-7890-01A	7e85db9c-56f9-4fd1-a7bd-9e3f75a7ae63	TCGA-IB-7890-01A-12	7790976e-a509-4ae9-97e7-298390f4366c	TCGA-IB-7890-01A-12R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.4	8.4	UV Spec	released	'--
TCGA-PAAD	5494af7d-403a-423b-b7ff-e6db9c117e93	TCGA-IB-7890	a9423161-fe22-45d8-bb7c-b5e886ff35cc	TCGA-IB-7890-01A	7e85db9c-56f9-4fd1-a7bd-9e3f75a7ae63	TCGA-IB-7890-01A-12	7c01ec6a-a1e2-4f25-81dc-112be474e061	TCGA-IB-7890-01A-12D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5494af7d-403a-423b-b7ff-e6db9c117e93	TCGA-IB-7890	a9423161-fe22-45d8-bb7c-b5e886ff35cc	TCGA-IB-7890-01A	7e85db9c-56f9-4fd1-a7bd-9e3f75a7ae63	TCGA-IB-7890-01A-12	c303cfec-8a81-4311-b2ae-9db732ff355b	TCGA-IB-7890-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	23908554-b98e-4ff8-98e7-dee3e2c5feaf	TCGA-Q3-AA2A	6426fcc8-8fab-4376-b5c0-08b90c975bf4	TCGA-Q3-AA2A-01A	a2afd3ce-4124-484c-b779-75d1cb0bc2ca	TCGA-Q3-AA2A-01A-11	2683b044-a640-4ea4-b984-297521016353	TCGA-Q3-AA2A-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	23908554-b98e-4ff8-98e7-dee3e2c5feaf	TCGA-Q3-AA2A	6426fcc8-8fab-4376-b5c0-08b90c975bf4	TCGA-Q3-AA2A-01A	a2afd3ce-4124-484c-b779-75d1cb0bc2ca	TCGA-Q3-AA2A-01A-11	6507ffb8-b6ce-45db-b8aa-d121ab7232bd	TCGA-Q3-AA2A-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	23908554-b98e-4ff8-98e7-dee3e2c5feaf	TCGA-Q3-AA2A	6426fcc8-8fab-4376-b5c0-08b90c975bf4	TCGA-Q3-AA2A-01A	a2afd3ce-4124-484c-b779-75d1cb0bc2ca	TCGA-Q3-AA2A-01A-11	b96aa85b-0a0b-42d3-8148-4942164d9e51	TCGA-Q3-AA2A-01A-11R	1.85	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.27	7.5	UV Spec	released	'--
TCGA-PAAD	23908554-b98e-4ff8-98e7-dee3e2c5feaf	TCGA-Q3-AA2A	df1c98ab-d450-47e2-a817-11ee935eaa3c	TCGA-Q3-AA2A-10A	14bc34eb-81c4-45fd-94de-7f4c49ed4824	TCGA-Q3-AA2A-10A-01	3caf6d4c-2d04-4943-83ac-20334a7bcb84	TCGA-Q3-AA2A-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	23908554-b98e-4ff8-98e7-dee3e2c5feaf	TCGA-Q3-AA2A	df1c98ab-d450-47e2-a817-11ee935eaa3c	TCGA-Q3-AA2A-10A	14bc34eb-81c4-45fd-94de-7f4c49ed4824	TCGA-Q3-AA2A-10A-01	bf015fc8-646f-4557-bb4d-43c5832d02d6	TCGA-Q3-AA2A-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f89d429f-4747-468b-b894-89583bd8ab02	TCGA-XD-AAUG	6429fcc8-2ef1-473e-90d5-80563dd6381d	TCGA-XD-AAUG-10A	4701bc7e-f1dd-4b1c-9de6-f586215cc28d	TCGA-XD-AAUG-10A-01	f3fa4493-1889-41eb-bdbf-3f62b7261ed5	TCGA-XD-AAUG-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f89d429f-4747-468b-b894-89583bd8ab02	TCGA-XD-AAUG	744575cb-a16a-4f4c-ab75-b67085a5e56a	TCGA-XD-AAUG-01A	97f47262-2087-46c8-ad9b-2e444ab0cac1	TCGA-XD-AAUG-01A-61	34ed22af-9687-440a-90e9-5750a6f03e35	TCGA-XD-AAUG-01A-61D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	f89d429f-4747-468b-b894-89583bd8ab02	TCGA-XD-AAUG	744575cb-a16a-4f4c-ab75-b67085a5e56a	TCGA-XD-AAUG-01A	97f47262-2087-46c8-ad9b-2e444ab0cac1	TCGA-XD-AAUG-01A-61	76ce34a2-f93a-4419-9d0e-ec8283b99bfe	TCGA-XD-AAUG-01A-61R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	0.97	7.5	UV Spec	released	'--
TCGA-PAAD	507a4e05-d5ab-4dbb-9b4f-76b1a21b79dd	TCGA-2J-AABR	64562420-be9d-4411-9345-8da18fe749f3	TCGA-2J-AABR-10A	e509039a-f38d-4457-a0af-63c2a903bdc5	TCGA-2J-AABR-10A-01	01b3bca9-d2c5-4672-81f6-140fcd035af5	TCGA-2J-AABR-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	507a4e05-d5ab-4dbb-9b4f-76b1a21b79dd	TCGA-2J-AABR	aa314c08-f2bc-4682-97bc-ad9d25ebc036	TCGA-2J-AABR-01A	644d590b-3828-4221-9e02-bf6f31300661	TCGA-2J-AABR-01A-11	731735e1-65bc-4a59-8a4a-0cd19e75842e	TCGA-2J-AABR-01A-11R	1.87	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.31	7.5	UV Spec	released	'--
TCGA-PAAD	507a4e05-d5ab-4dbb-9b4f-76b1a21b79dd	TCGA-2J-AABR	aa314c08-f2bc-4682-97bc-ad9d25ebc036	TCGA-2J-AABR-01A	644d590b-3828-4221-9e02-bf6f31300661	TCGA-2J-AABR-01A-11	dca7c6cd-b6ea-49ed-bbbd-e32fc249c985	TCGA-2J-AABR-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ede2e8a7-465e-4725-880d-519899aba0c0	TCGA-YY-A8LH	6515607b-b6d6-42b3-a0f1-b6fc896a0929	TCGA-YY-A8LH-01A	41221170-694f-44d8-87ab-058efa475664	TCGA-YY-A8LH-01A-11	05b48696-9c99-4118-9104-e155a967691b	TCGA-YY-A8LH-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ede2e8a7-465e-4725-880d-519899aba0c0	TCGA-YY-A8LH	6515607b-b6d6-42b3-a0f1-b6fc896a0929	TCGA-YY-A8LH-01A	41221170-694f-44d8-87ab-058efa475664	TCGA-YY-A8LH-01A-11	2dec22df-c4a1-430a-9bf6-2e85461263cf	TCGA-YY-A8LH-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ede2e8a7-465e-4725-880d-519899aba0c0	TCGA-YY-A8LH	6515607b-b6d6-42b3-a0f1-b6fc896a0929	TCGA-YY-A8LH-01A	41221170-694f-44d8-87ab-058efa475664	TCGA-YY-A8LH-01A-11	51a53b2a-5c4e-46e4-8b97-e17c260441be	TCGA-YY-A8LH-01A-11R	1.89	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.38	7.2	UV Spec	released	'--
TCGA-PAAD	ede2e8a7-465e-4725-880d-519899aba0c0	TCGA-YY-A8LH	e2ba0c6d-e5c3-42e8-a58c-ae3a0a524857	TCGA-YY-A8LH-10A	95ae296c-ef2d-4117-8e3b-011bb8feb86d	TCGA-YY-A8LH-10A-01	68da2ca6-9963-4353-8817-b2b1e4a63133	TCGA-YY-A8LH-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ede2e8a7-465e-4725-880d-519899aba0c0	TCGA-YY-A8LH	e2ba0c6d-e5c3-42e8-a58c-ae3a0a524857	TCGA-YY-A8LH-10A	95ae296c-ef2d-4117-8e3b-011bb8feb86d	TCGA-YY-A8LH-10A-01	8112c82f-1a73-4b58-88b7-e567a4d6d03f	TCGA-YY-A8LH-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	16b38977-aea1-4c75-89ec-4fb551f652dd	TCGA-HV-AA8X	67a81b47-da7a-4bf5-b170-f7ed0551a903	TCGA-HV-AA8X-01A	bdf8f4f2-e974-43f6-af24-2e795acb9145	TCGA-HV-AA8X-01A-11	084500fe-e5c6-4332-9e12-c763b8d70695	TCGA-HV-AA8X-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	16b38977-aea1-4c75-89ec-4fb551f652dd	TCGA-HV-AA8X	67a81b47-da7a-4bf5-b170-f7ed0551a903	TCGA-HV-AA8X-01A	bdf8f4f2-e974-43f6-af24-2e795acb9145	TCGA-HV-AA8X-01A-11	0d1bcd27-5904-4f19-b9d5-734ee7d81815	TCGA-HV-AA8X-01A-11R	1.89	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.51	8.5	UV Spec	released	'--
TCGA-PAAD	16b38977-aea1-4c75-89ec-4fb551f652dd	TCGA-HV-AA8X	67a81b47-da7a-4bf5-b170-f7ed0551a903	TCGA-HV-AA8X-01A	bdf8f4f2-e974-43f6-af24-2e795acb9145	TCGA-HV-AA8X-01A-11	aae5d83e-dac1-464a-934e-e8b414861973	TCGA-HV-AA8X-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	16b38977-aea1-4c75-89ec-4fb551f652dd	TCGA-HV-AA8X	af512875-4f60-4858-bf8d-7569be3a3641	TCGA-HV-AA8X-10A	b3c2fc44-64fe-47db-abda-d7c94c332cf0	TCGA-HV-AA8X-10A-01	30c6b170-0e20-44b1-ad47-48e0d0cb9854	TCGA-HV-AA8X-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	16b38977-aea1-4c75-89ec-4fb551f652dd	TCGA-HV-AA8X	af512875-4f60-4858-bf8d-7569be3a3641	TCGA-HV-AA8X-10A	b3c2fc44-64fe-47db-abda-d7c94c332cf0	TCGA-HV-AA8X-10A-01	9d5ce8ab-42f0-4c0c-8f3f-52b11b60e2ef	TCGA-HV-AA8X-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d14154a5-9c8a-4c55-8c2d-64f3cad7b7d5	TCGA-IB-7647	77fb36d2-8910-4319-b8b6-1350e2fb7d18	TCGA-IB-7647-01A	6aa5b100-41a0-4aa3-b6e1-da8200b244f7	TCGA-IB-7647-01A-11	91817fcc-54c9-4a1a-8c8b-ce5ebc68725f	TCGA-IB-7647-01A-11R	'--	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	1.73	8.8	UV Spec	released	'--
TCGA-PAAD	d14154a5-9c8a-4c55-8c2d-64f3cad7b7d5	TCGA-IB-7647	77fb36d2-8910-4319-b8b6-1350e2fb7d18	TCGA-IB-7647-01A	6aa5b100-41a0-4aa3-b6e1-da8200b244f7	TCGA-IB-7647-01A-11	93bed7e7-6521-4d8f-ab9b-b5f1de984f17	TCGA-IB-7647-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d14154a5-9c8a-4c55-8c2d-64f3cad7b7d5	TCGA-IB-7647	77fb36d2-8910-4319-b8b6-1350e2fb7d18	TCGA-IB-7647-01A	6aa5b100-41a0-4aa3-b6e1-da8200b244f7	TCGA-IB-7647-01A-11	fedfa9cd-338b-4bef-9d83-38b0372eed80	TCGA-IB-7647-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d14154a5-9c8a-4c55-8c2d-64f3cad7b7d5	TCGA-IB-7647	85b07ea0-31aa-449b-9233-8fa9baf03ae8	TCGA-IB-7647-10A	1e896a25-ef2d-4a4b-be2c-d2df5c7da264	TCGA-IB-7647-10A-01	3f9bd3a2-cbac-43f4-94d5-ec18dd0e4fab	TCGA-IB-7647-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	d14154a5-9c8a-4c55-8c2d-64f3cad7b7d5	TCGA-IB-7647	85b07ea0-31aa-449b-9233-8fa9baf03ae8	TCGA-IB-7647-10A	1e896a25-ef2d-4a4b-be2c-d2df5c7da264	TCGA-IB-7647-10A-01	ec2cea73-e0c2-45fa-a3da-6eec530c47a0	TCGA-IB-7647-10A-01D	'--	'--	'--	DNA	D	'--	0.13	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5bfe94ed-88b9-44ce-8bbd-1285ab9678a4	TCGA-RB-A7B8	752e4670-2705-413d-b403-65b14450f366	TCGA-RB-A7B8-10A	610aea4a-af76-4f2f-8699-2337255168eb	TCGA-RB-A7B8-10A-01	2b72a725-b6b1-4f93-bc0b-7ae6534e58cc	TCGA-RB-A7B8-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	5bfe94ed-88b9-44ce-8bbd-1285ab9678a4	TCGA-RB-A7B8	752e4670-2705-413d-b403-65b14450f366	TCGA-RB-A7B8-10A	610aea4a-af76-4f2f-8699-2337255168eb	TCGA-RB-A7B8-10A-01	37b7eda6-de27-4332-b88e-d05b91a28ca5	TCGA-RB-A7B8-10A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5bfe94ed-88b9-44ce-8bbd-1285ab9678a4	TCGA-RB-A7B8	e757d776-991c-47f2-8c8b-fe2c27c34133	TCGA-RB-A7B8-01A	e5dae2b4-dd5e-48a8-8468-ef4fd7c4e8d5	TCGA-RB-A7B8-01A-12	9003671b-de1a-421d-96d5-2ec0c01d84a4	TCGA-RB-A7B8-01A-12D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5bfe94ed-88b9-44ce-8bbd-1285ab9678a4	TCGA-RB-A7B8	e757d776-991c-47f2-8c8b-fe2c27c34133	TCGA-RB-A7B8-01A	e5dae2b4-dd5e-48a8-8468-ef4fd7c4e8d5	TCGA-RB-A7B8-01A-12	92b4b07a-814e-49b1-93f6-500d88a40344	TCGA-RB-A7B8-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
